"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 22 23:47:32 GMT 2022","Tue Nov 22 23:47:32 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"broken","Tue Nov 22 23:47:30 GMT 2022","Tue Nov 22 23:47:30 GMT 2022","0","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"broken","Tue Nov 22 23:47:27 GMT 2022","Tue Nov 22 23:47:27 GMT 2022","0","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"broken","Tue Nov 22 23:47:29 GMT 2022","Tue Nov 22 23:47:29 GMT 2022","0","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"broken","Tue Nov 22 23:47:33 GMT 2022","Tue Nov 22 23:47:33 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"broken","Tue Nov 22 23:47:34 GMT 2022","Tue Nov 22 23:47:34 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"skipped","Tue Nov 22 23:47:23 GMT 2022","Tue Nov 22 23:47:23 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Negative login",""
"broken","Tue Nov 22 23:47:26 GMT 2022","Tue Nov 22 23:47:26 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Logout standart",""
"broken","Tue Nov 22 23:47:29 GMT 2022","Tue Nov 22 23:47:29 GMT 2022","0","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"broken","Tue Nov 22 23:47:24 GMT 2022","Tue Nov 22 23:47:24 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"broken","Tue Nov 22 23:47:31 GMT 2022","Tue Nov 22 23:47:31 GMT 2022","0","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"broken","Tue Nov 22 23:47:24 GMT 2022","Tue Nov 22 23:47:24 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"broken","Tue Nov 22 23:47:25 GMT 2022","Tue Nov 22 23:47:25 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"broken","Tue Nov 22 23:47:18 GMT 2022","Tue Nov 22 23:47:18 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Positive login",""
"broken","Tue Nov 22 23:47:21 GMT 2022","Tue Nov 22 23:47:21 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Positive login",""
"broken","Tue Nov 22 23:47:22 GMT 2022","Tue Nov 22 23:47:22 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Positive login",""
"broken","Tue Nov 22 23:47:34 GMT 2022","Tue Nov 22 23:47:34 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"broken","Tue Nov 22 23:47:28 GMT 2022","Tue Nov 22 23:47:28 GMT 2022","0","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
