"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 23:55:09 GMT 2022","Tue Nov 22 23:55:09 GMT 2022","386","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Tue Nov 22 23:55:32 GMT 2022","Tue Nov 22 23:55:33 GMT 2022","143","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Tue Nov 22 23:55:31 GMT 2022","Tue Nov 22 23:55:31 GMT 2022","129","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Tue Nov 22 23:55:23 GMT 2022","Tue Nov 22 23:55:23 GMT 2022","119","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Tue Nov 22 23:55:19 GMT 2022","Tue Nov 22 23:55:20 GMT 2022","526","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"skipped","Tue Nov 22 23:55:02 GMT 2022","Tue Nov 22 23:55:08 GMT 2022","5405","tests","test_login","TestAuthorizationClass","","","Negative login",""
"passed","Tue Nov 22 23:55:13 GMT 2022","Tue Nov 22 23:55:14 GMT 2022","1025","tests","test_login","TestAuthorizationClass","","","Logout standart",""
"passed","Tue Nov 22 23:55:15 GMT 2022","Tue Nov 22 23:55:16 GMT 2022","590","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Tue Nov 22 23:54:56 GMT 2022","Tue Nov 22 23:55:01 GMT 2022","5447","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Tue Nov 22 23:55:21 GMT 2022","Tue Nov 22 23:55:21 GMT 2022","99","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Tue Nov 22 23:55:34 GMT 2022","Tue Nov 22 23:55:34 GMT 2022","134","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Tue Nov 22 23:54:53 GMT 2022","Tue Nov 22 23:54:53 GMT 2022","410","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Tue Nov 22 23:55:17 GMT 2022","Tue Nov 22 23:55:18 GMT 2022","528","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Tue Nov 22 23:55:10 GMT 2022","Tue Nov 22 23:55:11 GMT 2022","311","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Tue Nov 22 23:55:24 GMT 2022","Tue Nov 22 23:55:29 GMT 2022","5198","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Tue Nov 22 23:54:54 GMT 2022","Tue Nov 22 23:54:55 GMT 2022","383","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Tue Nov 22 23:55:12 GMT 2022","Tue Nov 22 23:55:12 GMT 2022","297","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Tue Nov 22 23:55:36 GMT 2022","Tue Nov 22 23:55:36 GMT 2022","144","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
