"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 18:04:20 GMT 2022","Fri Nov 25 18:04:21 GMT 2022","981","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Fri Nov 25 18:04:05 GMT 2022","Fri Nov 25 18:04:06 GMT 2022","1164","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Fri Nov 25 18:03:53 GMT 2022","Fri Nov 25 18:03:53 GMT 2022","444","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 18:04:07 GMT 2022","Fri Nov 25 18:04:08 GMT 2022","1363","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Fri Nov 25 18:03:54 GMT 2022","Fri Nov 25 18:03:55 GMT 2022","423","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
"passed","Fri Nov 25 18:04:09 GMT 2022","Fri Nov 25 18:04:10 GMT 2022","930","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Fri Nov 25 18:04:20 GMT 2022","Fri Nov 25 18:04:21 GMT 2022","824","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Fri Nov 25 18:04:18 GMT 2022","Fri Nov 25 18:04:19 GMT 2022","814","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Fri Nov 25 18:04:07 GMT 2022","Fri Nov 25 18:04:08 GMT 2022","1521","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Fri Nov 25 18:04:11 GMT 2022","Fri Nov 25 18:04:17 GMT 2022","5989","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Fri Nov 25 18:04:09 GMT 2022","Fri Nov 25 18:04:10 GMT 2022","863","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Fri Nov 25 18:03:51 GMT 2022","Fri Nov 25 18:03:57 GMT 2022","5739","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 18:04:18 GMT 2022","Fri Nov 25 18:04:19 GMT 2022","773","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"failed","Fri Nov 25 18:04:11 GMT 2022","Fri Nov 25 18:04:17 GMT 2022","6308","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"skipped","Fri Nov 25 18:03:58 GMT 2022","Fri Nov 25 18:04:04 GMT 2022","5529","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Fri Nov 25 18:03:51 GMT 2022","Fri Nov 25 18:03:52 GMT 2022","678","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"failed","Fri Nov 25 18:03:58 GMT 2022","Fri Nov 25 18:04:05 GMT 2022","6295","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Fri Nov 25 18:03:57 GMT 2022","Fri Nov 25 18:03:57 GMT 2022","411","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
