"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 17:43:08 GMT 2022","Fri Nov 25 17:43:08 GMT 2022","542","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Fri Nov 25 17:43:11 GMT 2022","Fri Nov 25 17:43:13 GMT 2022","1605","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Fri Nov 25 17:43:18 GMT 2022","Fri Nov 25 17:43:24 GMT 2022","5706","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Fri Nov 25 17:43:13 GMT 2022","Fri Nov 25 17:43:15 GMT 2022","1688","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Fri Nov 25 17:43:06 GMT 2022","Fri Nov 25 17:43:06 GMT 2022","504","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
"passed","Fri Nov 25 17:43:16 GMT 2022","Fri Nov 25 17:43:17 GMT 2022","782","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Fri Nov 25 17:43:26 GMT 2022","Fri Nov 25 17:43:27 GMT 2022","1180","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Fri Nov 25 17:43:25 GMT 2022","Fri Nov 25 17:43:25 GMT 2022","728","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"broken","Fri Nov 25 17:43:02 GMT 2022","Fri Nov 25 17:43:07 GMT 2022","5783","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"skipped","Fri Nov 25 17:43:09 GMT 2022","Fri Nov 25 17:43:10 GMT 2022","603","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Fri Nov 25 17:43:26 GMT 2022","Fri Nov 25 17:43:28 GMT 2022","1097","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"broken","Fri Nov 25 17:43:01 GMT 2022","Fri Nov 25 17:43:02 GMT 2022","748","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"broken","Fri Nov 25 17:43:10 GMT 2022","Fri Nov 25 17:43:11 GMT 2022","1381","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Fri Nov 25 17:43:17 GMT 2022","Fri Nov 25 17:43:18 GMT 2022","662","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"failed","Fri Nov 25 17:43:19 GMT 2022","Fri Nov 25 17:43:25 GMT 2022","6094","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"passed","Fri Nov 25 17:43:14 GMT 2022","Fri Nov 25 17:43:16 GMT 2022","1473","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"broken","Fri Nov 25 17:43:04 GMT 2022","Fri Nov 25 17:43:04 GMT 2022","550","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 17:43:28 GMT 2022","Fri Nov 25 17:43:29 GMT 2022","627","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
