"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jan 06 00:54:04 GMT 2023","Fri Jan 06 00:54:10 GMT 2023","5066","tests","test_login_logout","TestLoginPage","","","test_logout",""
"passed","Fri Jan 06 00:54:01 GMT 2023","Fri Jan 06 00:54:01 GMT 2023","127","tests","test_inventory_page","TestInventory","","","test_verification_desc",""
"passed","Fri Jan 06 00:53:51 GMT 2023","Fri Jan 06 00:53:51 GMT 2023","317","tests","test_inventory_page","TestInventory","","","test_add_button_changed_to_remove",""
"passed","Fri Jan 06 00:53:52 GMT 2023","Fri Jan 06 00:53:53 GMT 2023","639","tests","test_e2e","TestLoginPage","","","test_e2e",""
"passed","Fri Jan 06 00:54:14 GMT 2023","Fri Jan 06 00:54:14 GMT 2023","365","tests","test_shopping_cart_page","TestShoppingCart","","","test_customer_information",""
"broken","Fri Jan 06 00:54:13 GMT 2023","Fri Jan 06 00:54:18 GMT 2023","5023","tests","test_shopping_cart_page","TestShoppingCart","","","test_checkout_button",""
"broken","Fri Jan 06 00:54:21 GMT 2023","Fri Jan 06 00:54:26 GMT 2023","5024","tests","test_shopping_cart_page","TestShoppingCart","","","test_complete_check_out",""
"passed","Fri Jan 06 00:53:58 GMT 2023","Fri Jan 06 00:53:59 GMT 2023","152","tests","test_inventory_page","TestInventory","","","test_sorting_inventory_high_to_low",""
"skipped","Fri Jan 06 00:54:03 GMT 2023","Fri Jan 06 00:54:08 GMT 2023","5025","tests","test_login_logout","TestLoginPage","","","test_login",""
"passed","Fri Jan 06 00:53:59 GMT 2023","Fri Jan 06 00:53:59 GMT 2023","175","tests","test_inventory_page","TestInventory","","","test_sorting_inventory_low_to_high",""
"passed","Fri Jan 06 00:53:54 GMT 2023","Fri Jan 06 00:53:54 GMT 2023","123","tests","test_inventory_page","TestInventory","","","test_remove_items_from_cart",""
"passed","Fri Jan 06 00:53:57 GMT 2023","Fri Jan 06 00:53:57 GMT 2023","115","tests","test_inventory_page","TestInventory","","","Successfully purchase",""
"passed","Fri Jan 06 00:54:11 GMT 2023","Fri Jan 06 00:54:11 GMT 2023","144","tests","test_shopping_cart_page","TestShoppingCart","","","test_cart_item_desc_verification",""
"passed","Fri Jan 06 00:53:56 GMT 2023","Fri Jan 06 00:53:56 GMT 2023","237","tests","test_inventory_page","TestInventory","","","test_sorting_inventory_sorting_Z_to_A",""
