"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 28 01:25:33 GMT 2022","Mon Nov 28 01:25:34 GMT 2022","1031","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Mon Nov 28 01:25:47 GMT 2022","Mon Nov 28 01:25:47 GMT 2022","592","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Mon Nov 28 01:25:35 GMT 2022","Mon Nov 28 01:25:36 GMT 2022","942","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Mon Nov 28 01:25:14 GMT 2022","Mon Nov 28 01:25:14 GMT 2022","126","api","test_pet","TestUserAPi","","","test_create_new_user",""
"passed","Mon Nov 28 01:25:48 GMT 2022","Mon Nov 28 01:25:48 GMT 2022","516","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Mon Nov 28 01:25:21 GMT 2022","Mon Nov 28 01:25:27 GMT 2022","5693","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 01:25:38 GMT 2022","Mon Nov 28 01:25:44 GMT 2022","5571","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Mon Nov 28 01:25:14 GMT 2022","Mon Nov 28 01:25:14 GMT 2022","123","api","test_pet","TestUserAPi","","","test_update_user",""
"passed","Mon Nov 28 01:25:23 GMT 2022","Mon Nov 28 01:25:23 GMT 2022","385","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 01:25:36 GMT 2022","Mon Nov 28 01:25:37 GMT 2022","980","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"failed","Mon Nov 28 01:25:39 GMT 2022","Mon Nov 28 01:25:46 GMT 2022","6604","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"passed","Mon Nov 28 01:25:45 GMT 2022","Mon Nov 28 01:25:45 GMT 2022","489","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Mon Nov 28 01:25:37 GMT 2022","Mon Nov 28 01:25:37 GMT 2022","488","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"skipped","Mon Nov 28 01:25:28 GMT 2022","Mon Nov 28 01:25:33 GMT 2022","5348","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Mon Nov 28 01:25:24 GMT 2022","Mon Nov 28 01:25:25 GMT 2022","358","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Mon Nov 28 01:25:46 GMT 2022","Mon Nov 28 01:25:47 GMT 2022","625","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"failed","Mon Nov 28 01:25:26 GMT 2022","Mon Nov 28 01:25:32 GMT 2022","6119","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Mon Nov 28 01:25:38 GMT 2022","Mon Nov 28 01:25:38 GMT 2022","498","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Mon Nov 28 01:25:14 GMT 2022","Mon Nov 28 01:25:14 GMT 2022","125","api","test_pet","TestUserAPi","","","test_logout_user",""
"passed","Mon Nov 28 01:25:14 GMT 2022","Mon Nov 28 01:25:14 GMT 2022","121","api","test_pet","TestUserAPi","","","test_login_user",""
"passed","Mon Nov 28 01:25:14 GMT 2022","Mon Nov 28 01:25:14 GMT 2022","145","api","test_pet","TestUserAPi","","","test_delete_user",""
"passed","Mon Nov 28 01:25:34 GMT 2022","Mon Nov 28 01:25:35 GMT 2022","300","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
"passed","Mon Nov 28 01:25:21 GMT 2022","Mon Nov 28 01:25:22 GMT 2022","755","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
