"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 28 17:39:22 GMT 2022","Mon Nov 28 17:39:22 GMT 2022","378","api","test_pet","TestPetUserAPi","","","test_find_by_id[8]",""
"passed","Mon Nov 28 17:39:58 GMT 2022","Mon Nov 28 17:39:59 GMT 2022","713","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"skipped","Mon Nov 28 17:39:37 GMT 2022","Mon Nov 28 17:39:42 GMT 2022","5478","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Mon Nov 28 17:40:00 GMT 2022","Mon Nov 28 17:40:00 GMT 2022","722","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Mon Nov 28 17:39:29 GMT 2022","Mon Nov 28 17:39:36 GMT 2022","6221","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"failed","Mon Nov 28 17:39:19 GMT 2022","Mon Nov 28 17:39:20 GMT 2022","449","api","test_pet","TestUserAPi","","","test_delete_user",""
"passed","Mon Nov 28 17:39:59 GMT 2022","Mon Nov 28 17:39:59 GMT 2022","691","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Mon Nov 28 17:39:21 GMT 2022","Mon Nov 28 17:39:22 GMT 2022","386","api","test_pet","TestPetUserAPi","","","test_add_new_pet",""
"passed","Mon Nov 28 17:39:32 GMT 2022","Mon Nov 28 17:39:33 GMT 2022","644","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 17:39:21 GMT 2022","Mon Nov 28 17:39:21 GMT 2022","369","api","test_pet","TestUserAPi","","","test_update_user",""
"passed","Mon Nov 28 17:39:43 GMT 2022","Mon Nov 28 17:39:45 GMT 2022","1879","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"failed","Mon Nov 28 17:39:35 GMT 2022","Mon Nov 28 17:39:42 GMT 2022","6427","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Mon Nov 28 17:39:45 GMT 2022","Mon Nov 28 17:39:47 GMT 2022","1720","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Mon Nov 28 17:39:29 GMT 2022","Mon Nov 28 17:39:31 GMT 2022","1264","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 17:39:46 GMT 2022","Mon Nov 28 17:39:47 GMT 2022","1485","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Mon Nov 28 17:39:20 GMT 2022","Mon Nov 28 17:39:20 GMT 2022","543","api","test_pet","TestPetUserAPi","","","test_find_status[available]",""
"passed","Mon Nov 28 17:39:21 GMT 2022","Mon Nov 28 17:39:21 GMT 2022","387","api","test_pet","TestPetUserAPi","","","test_find_status[sold]",""
"failed","Mon Nov 28 17:39:22 GMT 2022","Mon Nov 28 17:39:23 GMT 2022","390","api","test_pet","TestPetUserAPi","","","test_find_by_id[12]",""
"passed","Mon Nov 28 17:39:34 GMT 2022","Mon Nov 28 17:39:34 GMT 2022","487","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Mon Nov 28 17:39:57 GMT 2022","Mon Nov 28 17:39:58 GMT 2022","697","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"failed","Mon Nov 28 17:39:21 GMT 2022","Mon Nov 28 17:39:22 GMT 2022","390","api","test_pet","TestPetUserAPi","","","test_upload_img",""
"passed","Mon Nov 28 17:39:48 GMT 2022","Mon Nov 28 17:39:49 GMT 2022","862","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Mon Nov 28 17:39:20 GMT 2022","Mon Nov 28 17:39:21 GMT 2022","448","api","test_pet","TestUserAPi","","","test_logout_user",""
"passed","Mon Nov 28 17:39:49 GMT 2022","Mon Nov 28 17:39:49 GMT 2022","851","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Mon Nov 28 17:39:20 GMT 2022","Mon Nov 28 17:39:21 GMT 2022","437","api","test_pet","TestPetUserAPi","","","test_find_status[pending]",""
"passed","Mon Nov 28 17:39:19 GMT 2022","Mon Nov 28 17:39:20 GMT 2022","449","api","test_pet","TestUserAPi","","","test_create_new_user",""
"passed","Mon Nov 28 17:39:22 GMT 2022","Mon Nov 28 17:39:22 GMT 2022","387","api","test_pet","TestPetUserAPi","","","test_delete_pet",""
"failed","Mon Nov 28 17:39:50 GMT 2022","Mon Nov 28 17:39:57 GMT 2022","6314","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"passed","Mon Nov 28 17:39:22 GMT 2022","Mon Nov 28 17:39:22 GMT 2022","399","api","test_pet","TestPetUserAPi","","","test_find_by_id[10]",""
"passed","Mon Nov 28 17:39:20 GMT 2022","Mon Nov 28 17:39:20 GMT 2022","459","api","test_pet","TestUserAPi","","","test_login_user",""
"passed","Mon Nov 28 17:39:23 GMT 2022","Mon Nov 28 17:39:23 GMT 2022","385","api","test_pet","TestPetUserAPi","","","test_update_existing_pet",""
"passed","Mon Nov 28 17:39:50 GMT 2022","Mon Nov 28 17:39:56 GMT 2022","6056","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Mon Nov 28 17:39:44 GMT 2022","Mon Nov 28 17:39:44 GMT 2022","556","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
