"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 01:21:04 GMT 2022","Tue Nov 29 01:21:04 GMT 2022","137","api","test_pet","TestPetAPi","","","test_find_status[available]",""
"passed","Tue Nov 29 01:21:32 GMT 2022","Tue Nov 29 01:21:33 GMT 2022","535","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Tue Nov 29 01:21:04 GMT 2022","Tue Nov 29 01:21:04 GMT 2022","126","api","test_pet","TestUserAPi","","","test_create_new_user",""
"passed","Tue Nov 29 01:21:05 GMT 2022","Tue Nov 29 01:21:05 GMT 2022","115","api","test_pet","TestPetAPi","","","test_update_existing_pet",""
"passed","Tue Nov 29 01:21:04 GMT 2022","Tue Nov 29 01:21:04 GMT 2022","129","api","test_pet","TestUserAPi","","","test_login_user",""
"passed","Tue Nov 29 01:21:23 GMT 2022","Tue Nov 29 01:21:24 GMT 2022","785","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Tue Nov 29 01:21:31 GMT 2022","Tue Nov 29 01:21:32 GMT 2022","514","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Tue Nov 29 01:21:06 GMT 2022","Tue Nov 29 01:21:07 GMT 2022","611","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Tue Nov 29 01:21:10 GMT 2022","Tue Nov 29 01:21:10 GMT 2022","354","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Tue Nov 29 01:21:33 GMT 2022","Tue Nov 29 01:21:33 GMT 2022","521","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Tue Nov 29 01:21:04 GMT 2022","Tue Nov 29 01:21:04 GMT 2022","116","api","test_pet","TestPetAPi","","","test_add_new_pet",""
"passed","Tue Nov 29 01:21:04 GMT 2022","Tue Nov 29 01:21:04 GMT 2022","144","api","test_pet","TestPetAPi","","","test_find_by_id[10]",""
"passed","Tue Nov 29 01:21:21 GMT 2022","Tue Nov 29 01:21:22 GMT 2022","1284","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Tue Nov 29 01:21:19 GMT 2022","Tue Nov 29 01:21:20 GMT 2022","952","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
