"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 00:10:22 GMT 2022","Wed Nov 23 00:10:27 GMT 2022","5371","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Wed Nov 23 00:10:20 GMT 2022","Wed Nov 23 00:10:21 GMT 2022","340","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Wed Nov 23 00:10:49 GMT 2022","Wed Nov 23 00:10:54 GMT 2022","5569","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"skipped","Wed Nov 23 00:10:28 GMT 2022","Wed Nov 23 00:10:34 GMT 2022","5335","tests","test_login","TestAuthorizationClass","","","Negative login",""
"passed","Wed Nov 23 00:10:47 GMT 2022","Wed Nov 23 00:10:48 GMT 2022","526","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Wed Nov 23 00:10:57 GMT 2022","Wed Nov 23 00:10:57 GMT 2022","536","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Wed Nov 23 00:10:37 GMT 2022","Wed Nov 23 00:10:38 GMT 2022","290","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 00:10:55 GMT 2022","Wed Nov 23 00:10:56 GMT 2022","549","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Wed Nov 23 00:10:39 GMT 2022","Wed Nov 23 00:10:40 GMT 2022","967","tests","test_login","TestAuthorizationClass","","","Logout standart",""
"passed","Wed Nov 23 00:10:44 GMT 2022","Wed Nov 23 00:10:45 GMT 2022","931","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Wed Nov 23 00:10:59 GMT 2022","Wed Nov 23 00:11:00 GMT 2022","542","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Wed Nov 23 00:10:35 GMT 2022","Wed Nov 23 00:10:35 GMT 2022","355","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 00:10:43 GMT 2022","Wed Nov 23 00:10:43 GMT 2022","883","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Wed Nov 23 00:10:46 GMT 2022","Wed Nov 23 00:10:47 GMT 2022","521","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Wed Nov 23 00:10:36 GMT 2022","Wed Nov 23 00:10:36 GMT 2022","290","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 00:10:41 GMT 2022","Wed Nov 23 00:10:42 GMT 2022","1060","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Wed Nov 23 00:10:58 GMT 2022","Wed Nov 23 00:10:59 GMT 2022","513","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Wed Nov 23 00:10:19 GMT 2022","Wed Nov 23 00:10:19 GMT 2022","410","tests","test_login","TestAuthorizationClass","","","Positive login",""
