"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Nov 28 04:55:12 GMT 2022","Mon Nov 28 04:55:17 GMT 2022","5366","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Mon Nov 28 04:55:18 GMT 2022","Mon Nov 28 04:55:19 GMT 2022","284","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
"passed","Mon Nov 28 04:55:06 GMT 2022","Mon Nov 28 04:55:07 GMT 2022","386","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Mon Nov 28 04:55:00 GMT 2022","Mon Nov 28 04:55:00 GMT 2022","0","api","test_pet","TestPetUserAPi","","","test_upload_img",""
"passed","Mon Nov 28 04:55:04 GMT 2022","Mon Nov 28 04:55:05 GMT 2022","470","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"failed","Mon Nov 28 04:55:08 GMT 2022","Mon Nov 28 04:55:14 GMT 2022","6117","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Mon Nov 28 04:55:17 GMT 2022","Mon Nov 28 04:55:18 GMT 2022","1051","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Mon Nov 28 04:54:59 GMT 2022","Mon Nov 28 04:55:00 GMT 2022","219","api","test_pet","TestUserAPi","","","test_update_user",""
"passed","Mon Nov 28 04:55:03 GMT 2022","Mon Nov 28 04:55:03 GMT 2022","440","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 04:55:30 GMT 2022","Mon Nov 28 04:55:31 GMT 2022","591","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Mon Nov 28 04:55:30 GMT 2022","Mon Nov 28 04:55:30 GMT 2022","644","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Mon Nov 28 04:55:20 GMT 2022","Mon Nov 28 04:55:20 GMT 2022","683","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Mon Nov 28 04:55:00 GMT 2022","Mon Nov 28 04:55:00 GMT 2022","286","api","test_pet","TestPetUserAPi","","","test_find_status[sold]",""
"passed","Mon Nov 28 04:55:00 GMT 2022","Mon Nov 28 04:55:00 GMT 2022","280","api","test_pet","TestPetUserAPi","","","test_find_by_id[8]",""
"passed","Mon Nov 28 04:55:31 GMT 2022","Mon Nov 28 04:55:32 GMT 2022","565","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Mon Nov 28 04:54:59 GMT 2022","Mon Nov 28 04:54:59 GMT 2022","282","api","test_pet","TestUserAPi","","","test_create_new_user",""
"passed","Mon Nov 28 04:55:05 GMT 2022","Mon Nov 28 04:55:10 GMT 2022","5426","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 04:55:19 GMT 2022","Mon Nov 28 04:55:20 GMT 2022","1159","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Mon Nov 28 04:55:00 GMT 2022","Mon Nov 28 04:55:01 GMT 2022","225","api","test_pet","TestPetUserAPi","","","test_find_by_id[12]",""
"passed","Mon Nov 28 04:55:15 GMT 2022","Mon Nov 28 04:55:16 GMT 2022","1109","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Mon Nov 28 04:55:21 GMT 2022","Mon Nov 28 04:55:22 GMT 2022","705","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Mon Nov 28 04:55:00 GMT 2022","Mon Nov 28 04:55:00 GMT 2022","245","api","test_pet","TestPetUserAPi","","","test_find_by_id[10]",""
"passed","Mon Nov 28 04:54:59 GMT 2022","Mon Nov 28 04:54:59 GMT 2022","249","api","test_pet","TestUserAPi","","","test_login_user",""
"passed","Mon Nov 28 04:54:59 GMT 2022","Mon Nov 28 04:54:59 GMT 2022","279","api","test_pet","TestUserAPi","","","test_logout_user",""
"failed","Mon Nov 28 04:55:23 GMT 2022","Mon Nov 28 04:55:29 GMT 2022","6295","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"passed","Mon Nov 28 04:55:21 GMT 2022","Mon Nov 28 04:55:27 GMT 2022","5892","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Mon Nov 28 04:54:59 GMT 2022","Mon Nov 28 04:54:59 GMT 2022","328","api","test_pet","TestUserAPi","","","test_delete_user",""
"passed","Mon Nov 28 04:55:28 GMT 2022","Mon Nov 28 04:55:29 GMT 2022","587","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Mon Nov 28 04:55:00 GMT 2022","Mon Nov 28 04:55:00 GMT 2022","263","api","test_pet","TestPetUserAPi","","","test_add_new_pet",""
"passed","Mon Nov 28 04:54:59 GMT 2022","Mon Nov 28 04:55:00 GMT 2022","249","api","test_pet","TestPetUserAPi","","","test_find_status[pending]",""
"passed","Mon Nov 28 04:54:59 GMT 2022","Mon Nov 28 04:54:59 GMT 2022","322","api","test_pet","TestPetUserAPi","","","test_find_status[available]",""
"passed","Mon Nov 28 04:55:01 GMT 2022","Mon Nov 28 04:55:03 GMT 2022","2384","api","test_pet","TestPetUserAPi","","","test_update_existing_pet",""
