"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 22 23:32:21 GMT 2022","Tue Nov 22 23:32:21 GMT 2022","0","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"broken","Tue Nov 22 23:32:20 GMT 2022","Tue Nov 22 23:32:20 GMT 2022","0","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"broken","Tue Nov 22 23:32:18 GMT 2022","Tue Nov 22 23:32:18 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Logout standart",""
"broken","Tue Nov 22 23:32:23 GMT 2022","Tue Nov 22 23:32:23 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"broken","Tue Nov 22 23:32:16 GMT 2022","Tue Nov 22 23:32:16 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Positive login",""
"broken","Tue Nov 22 23:32:20 GMT 2022","Tue Nov 22 23:32:20 GMT 2022","0","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"broken","Tue Nov 22 23:32:17 GMT 2022","Tue Nov 22 23:32:17 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"broken","Tue Nov 22 23:32:22 GMT 2022","Tue Nov 22 23:32:22 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"broken","Tue Nov 22 23:32:19 GMT 2022","Tue Nov 22 23:32:19 GMT 2022","0","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"broken","Tue Nov 22 23:32:23 GMT 2022","Tue Nov 22 23:32:23 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"broken","Tue Nov 22 23:32:13 GMT 2022","Tue Nov 22 23:32:13 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Positive login",""
"broken","Tue Nov 22 23:32:21 GMT 2022","Tue Nov 22 23:32:21 GMT 2022","0","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"broken","Tue Nov 22 23:32:18 GMT 2022","Tue Nov 22 23:32:18 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"broken","Tue Nov 22 23:32:22 GMT 2022","Tue Nov 22 23:32:22 GMT 2022","0","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"broken","Tue Nov 22 23:32:17 GMT 2022","Tue Nov 22 23:32:17 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"broken","Tue Nov 22 23:32:19 GMT 2022","Tue Nov 22 23:32:19 GMT 2022","0","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"broken","Tue Nov 22 23:32:13 GMT 2022","Tue Nov 22 23:32:13 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Positive login",""
"skipped","Tue Nov 22 23:32:16 GMT 2022","Tue Nov 22 23:32:16 GMT 2022","0","tests","test_login","TestAuthorizationClass","","","Negative login",""
