"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 17:50:21 GMT 2022","Wed Nov 23 17:50:22 GMT 2022","933","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Wed Nov 23 17:50:20 GMT 2022","Wed Nov 23 17:50:20 GMT 2022","870","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Wed Nov 23 17:50:16 GMT 2022","Wed Nov 23 17:50:17 GMT 2022","330","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 17:50:23 GMT 2022","Wed Nov 23 17:50:24 GMT 2022","1285","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Wed Nov 23 17:50:25 GMT 2022","Wed Nov 23 17:50:31 GMT 2022","5783","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Wed Nov 23 17:50:32 GMT 2022","Wed Nov 23 17:50:32 GMT 2022","552","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Wed Nov 23 17:50:15 GMT 2022","Wed Nov 23 17:50:15 GMT 2022","322","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 17:50:18 GMT 2022","Wed Nov 23 17:50:19 GMT 2022","991","tests","test_login","TestAuthorizationClass","","","Logout standart",""
"passed","Wed Nov 23 17:50:30 GMT 2022","Wed Nov 23 17:50:30 GMT 2022","505","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Wed Nov 23 17:50:10 GMT 2022","Wed Nov 23 17:50:16 GMT 2022","5650","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Wed Nov 23 17:50:10 GMT 2022","Wed Nov 23 17:50:11 GMT 2022","673","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Wed Nov 23 17:50:13 GMT 2022","Wed Nov 23 17:50:14 GMT 2022","487","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 17:50:12 GMT 2022","Wed Nov 23 17:50:12 GMT 2022","414","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Wed Nov 23 17:50:28 GMT 2022","Wed Nov 23 17:50:29 GMT 2022","523","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Wed Nov 23 17:50:27 GMT 2022","Wed Nov 23 17:50:27 GMT 2022","493","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Wed Nov 23 17:50:25 GMT 2022","Wed Nov 23 17:50:26 GMT 2022","602","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"skipped","Wed Nov 23 17:50:17 GMT 2022","Wed Nov 23 17:50:22 GMT 2022","5360","tests","test_login","TestAuthorizationClass","","","Negative login",""
"passed","Wed Nov 23 17:50:23 GMT 2022","Wed Nov 23 17:50:24 GMT 2022","779","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
