"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 20:38:12 GMT 2022","Wed Nov 23 20:38:13 GMT 2022","811","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Wed Nov 23 20:38:15 GMT 2022","Wed Nov 23 20:38:16 GMT 2022","625","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Wed Nov 23 20:38:14 GMT 2022","Wed Nov 23 20:38:14 GMT 2022","621","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Wed Nov 23 20:38:02 GMT 2022","Wed Nov 23 20:38:03 GMT 2022","395","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 20:38:08 GMT 2022","Wed Nov 23 20:38:09 GMT 2022","1436","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Wed Nov 23 20:38:06 GMT 2022","Wed Nov 23 20:38:07 GMT 2022","975","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Wed Nov 23 20:38:10 GMT 2022","Wed Nov 23 20:38:11 GMT 2022","744","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Wed Nov 23 20:38:10 GMT 2022","Wed Nov 23 20:38:11 GMT 2022","809","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"skipped","Wed Nov 23 20:38:01 GMT 2022","Wed Nov 23 20:38:07 GMT 2022","5494","tests","test_login","TestAuthorizationClass","","","Negative login",""
"passed","Wed Nov 23 20:37:54 GMT 2022","Wed Nov 23 20:38:00 GMT 2022","5618","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Wed Nov 23 20:37:58 GMT 2022","Wed Nov 23 20:37:59 GMT 2022","533","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 20:38:00 GMT 2022","Wed Nov 23 20:38:01 GMT 2022","331","tests","test_login","TestAuthorizationClass","","","Standart_user login",""
"passed","Wed Nov 23 20:38:19 GMT 2022","Wed Nov 23 20:38:19 GMT 2022","608","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Wed Nov 23 20:37:54 GMT 2022","Wed Nov 23 20:37:55 GMT 2022","664","tests","test_login","TestAuthorizationClass","","","Positive login",""
"passed","Wed Nov 23 20:38:12 GMT 2022","Wed Nov 23 20:38:18 GMT 2022","5984","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Wed Nov 23 20:38:08 GMT 2022","Wed Nov 23 20:38:09 GMT 2022","1491","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Wed Nov 23 20:38:04 GMT 2022","Wed Nov 23 20:38:05 GMT 2022","1026","tests","test_login","TestAuthorizationClass","","","Logout standart",""
"passed","Wed Nov 23 20:37:56 GMT 2022","Wed Nov 23 20:37:57 GMT 2022","537","tests","test_login","TestAuthorizationClass","","","Positive login",""
