"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 17:10:53 GMT 2022","Fri Nov 25 17:10:53 GMT 2022","630","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 17:11:12 GMT 2022","Fri Nov 25 17:11:13 GMT 2022","545","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Fri Nov 25 17:11:08 GMT 2022","Fri Nov 25 17:11:10 GMT 2022","1341","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Fri Nov 25 17:11:15 GMT 2022","Fri Nov 25 17:11:15 GMT 2022","543","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Fri Nov 25 17:11:10 GMT 2022","Fri Nov 25 17:11:11 GMT 2022","798","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"broken","Fri Nov 25 17:11:17 GMT 2022","Fri Nov 25 17:11:18 GMT 2022","477","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"passed","Fri Nov 25 17:10:59 GMT 2022","Fri Nov 25 17:11:05 GMT 2022","6182","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Fri Nov 25 17:11:14 GMT 2022","Fri Nov 25 17:11:14 GMT 2022","535","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Fri Nov 25 17:10:58 GMT 2022","Fri Nov 25 17:10:58 GMT 2022","378","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Fri Nov 25 17:10:53 GMT 2022","Fri Nov 25 17:10:58 GMT 2022","5600","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 17:10:55 GMT 2022","Fri Nov 25 17:10:55 GMT 2022","393","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 17:11:10 GMT 2022","Fri Nov 25 17:11:16 GMT 2022","6024","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Fri Nov 25 17:11:08 GMT 2022","Fri Nov 25 17:11:09 GMT 2022","867","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Fri Nov 25 17:10:56 GMT 2022","Fri Nov 25 17:10:56 GMT 2022","422","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
"passed","Fri Nov 25 17:11:16 GMT 2022","Fri Nov 25 17:11:17 GMT 2022","556","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Fri Nov 25 17:11:00 GMT 2022","Fri Nov 25 17:11:05 GMT 2022","5392","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Fri Nov 25 17:11:06 GMT 2022","Fri Nov 25 17:11:07 GMT 2022","1419","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Fri Nov 25 17:11:06 GMT 2022","Fri Nov 25 17:11:07 GMT 2022","1391","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
