"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Dec 05 15:49:50 GMT 2022","Mon Dec 05 15:49:50 GMT 2022","224","api","test_pet","TestPetAPi","","","test_upload_img",""
"failed","Mon Dec 05 15:49:50 GMT 2022","Mon Dec 05 15:49:51 GMT 2022","502","api.RS-Lang","test_api","TestAPI","","","test_sign_in",""
"passed","Mon Dec 05 15:50:06 GMT 2022","Mon Dec 05 15:50:08 GMT 2022","1228","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Mon Dec 05 15:50:09 GMT 2022","Mon Dec 05 15:50:09 GMT 2022","671","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Mon Dec 05 15:50:18 GMT 2022","Mon Dec 05 15:50:19 GMT 2022","553","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Mon Dec 05 15:49:48 GMT 2022","Mon Dec 05 15:49:48 GMT 2022","257","api","test_pet","TestUserAPi","","","test_logout_user",""
"passed","Mon Dec 05 15:49:48 GMT 2022","Mon Dec 05 15:49:49 GMT 2022","300","api","test_pet","TestUserAPi","","","test_delete_user",""
"passed","Mon Dec 05 15:49:55 GMT 2022","Mon Dec 05 15:49:56 GMT 2022","366","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"broken","Mon Dec 05 15:49:50 GMT 2022","Mon Dec 05 15:49:50 GMT 2022","0","api.RS-Lang","test_api","TestAPI","","","test_create_user_new1",""
"passed","Mon Dec 05 15:50:17 GMT 2022","Mon Dec 05 15:50:18 GMT 2022","572","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Mon Dec 05 15:49:49 GMT 2022","Mon Dec 05 15:49:50 GMT 2022","289","api","test_pet","TestPetAPi","","","test_update_existing_pet",""
"passed","Mon Dec 05 15:49:47 GMT 2022","Mon Dec 05 15:49:48 GMT 2022","325","api","test_pet","TestPetAPi","","","test_find_status[available]",""
"failed","Mon Dec 05 15:49:57 GMT 2022","Mon Dec 05 15:50:03 GMT 2022","6064","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Mon Dec 05 15:49:48 GMT 2022","Mon Dec 05 15:49:48 GMT 2022","268","api","test_pet","TestUserAPi","","","test_update_user",""
"passed","Mon Dec 05 15:50:10 GMT 2022","Mon Dec 05 15:50:16 GMT 2022","5822","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Mon Dec 05 15:49:48 GMT 2022","Mon Dec 05 15:49:48 GMT 2022","265","api","test_pet","TestPetAPi","","","test_find_status[pending]",""
"passed","Mon Dec 05 15:49:50 GMT 2022","Mon Dec 05 15:49:50 GMT 2022","288","api","test_pet","TestPetAPi","","","test_delete_pet",""
"passed","Mon Dec 05 15:50:17 GMT 2022","Mon Dec 05 15:50:17 GMT 2022","575","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Mon Dec 05 15:50:08 GMT 2022","Mon Dec 05 15:50:09 GMT 2022","639","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Mon Dec 05 15:49:54 GMT 2022","Mon Dec 05 15:49:54 GMT 2022","411","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"failed","Mon Dec 05 15:49:49 GMT 2022","Mon Dec 05 15:49:49 GMT 2022","264","api","test_pet","TestPetAPi","","","test_find_by_id[8]",""
"passed","Mon Dec 05 15:50:04 GMT 2022","Mon Dec 05 15:50:05 GMT 2022","1106","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Mon Dec 05 15:49:49 GMT 2022","Mon Dec 05 15:49:49 GMT 2022","224","api","test_pet","TestPetAPi","","","test_find_by_id[12546456]",""
