"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 05 13:55:46 GMT 2022","Mon Dec 05 13:55:47 GMT 2022","491","api","test_words","TestWordsAPI","","","test_get_word_with_assets_by_id",""
"passed","Mon Dec 05 13:56:10 GMT 2022","Mon Dec 05 13:56:10 GMT 2022","512","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Mon Dec 05 13:55:45 GMT 2022","Mon Dec 05 13:55:45 GMT 2022","245","api","test_pet","TestPetAPi","","","test_find_by_id[10]",""
"passed","Mon Dec 05 13:56:11 GMT 2022","Mon Dec 05 13:56:16 GMT 2022","5593","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Mon Dec 05 13:55:45 GMT 2022","Mon Dec 05 13:55:45 GMT 2022","245","api","test_pet","TestPetAPi","","","test_add_new_pet",""
"passed","Mon Dec 05 13:55:55 GMT 2022","Mon Dec 05 13:55:56 GMT 2022","420","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Dec 05 13:55:44 GMT 2022","Mon Dec 05 13:55:44 GMT 2022","274","api","test_pet","TestUserAPi","","","test_login_user",""
"passed","Mon Dec 05 13:56:07 GMT 2022","Mon Dec 05 13:56:08 GMT 2022","995","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"failed","Mon Dec 05 13:55:46 GMT 2022","Mon Dec 05 13:55:46 GMT 2022","491","api","test_words","TestWordsAPI","","","test_get_chunk_of_words",""
"failed","Mon Dec 05 13:55:45 GMT 2022","Mon Dec 05 13:55:46 GMT 2022","341","api","test_pet","TestPetAPi","","","test_find_by_id[8]",""
"passed","Mon Dec 05 13:56:09 GMT 2022","Mon Dec 05 13:56:10 GMT 2022","521","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Mon Dec 05 13:56:17 GMT 2022","Mon Dec 05 13:56:18 GMT 2022","536","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Mon Dec 05 13:55:44 GMT 2022","Mon Dec 05 13:55:45 GMT 2022","303","api","test_pet","TestUserAPi","","","test_update_user",""
"passed","Mon Dec 05 13:55:45 GMT 2022","Mon Dec 05 13:55:45 GMT 2022","291","api","test_pet","TestPetAPi","","","test_delete_pet",""
"passed","Mon Dec 05 13:56:08 GMT 2022","Mon Dec 05 13:56:09 GMT 2022","1072","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Mon Dec 05 13:55:44 GMT 2022","Mon Dec 05 13:55:44 GMT 2022","290","api","test_pet","TestUserAPi","","","test_create_new_user",""
"failed","Mon Dec 05 13:55:58 GMT 2022","Mon Dec 05 13:56:04 GMT 2022","6226","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Mon Dec 05 13:55:44 GMT 2022","Mon Dec 05 13:55:44 GMT 2022","269","api","test_pet","TestPetAPi","","","test_find_status[pending]",""
"passed","Mon Dec 05 13:56:19 GMT 2022","Mon Dec 05 13:56:19 GMT 2022","602","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Mon Dec 05 13:55:57 GMT 2022","Mon Dec 05 13:55:57 GMT 2022","370","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"skipped","Mon Dec 05 13:56:00 GMT 2022","Mon Dec 05 13:56:05 GMT 2022","5359","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Mon Dec 05 13:55:44 GMT 2022","Mon Dec 05 13:55:44 GMT 2022","358","api","test_pet","TestPetAPi","","","test_find_status[available]",""
"passed","Mon Dec 05 13:55:53 GMT 2022","Mon Dec 05 13:55:59 GMT 2022","5787","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Dec 05 13:55:44 GMT 2022","Mon Dec 05 13:55:44 GMT 2022","273","api","test_pet","TestUserAPi","","","test_delete_user",""
