"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 28 21:12:14 GMT 2022","Mon Nov 28 21:12:20 GMT 2022","6249","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Mon Nov 28 21:12:10 GMT 2022","Mon Nov 28 21:12:10 GMT 2022","477","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 21:12:33 GMT 2022","Mon Nov 28 21:12:34 GMT 2022","579","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Mon Nov 28 21:12:22 GMT 2022","Mon Nov 28 21:12:22 GMT 2022","457","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
"passed","Mon Nov 28 21:12:26 GMT 2022","Mon Nov 28 21:12:26 GMT 2022","479","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"skipped","Mon Nov 28 21:12:15 GMT 2022","Mon Nov 28 21:12:21 GMT 2022","5429","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"failed","Mon Nov 28 21:12:06 GMT 2022","Mon Nov 28 21:12:06 GMT 2022","363","api","test_pet","TestPetUserAPi","","","test_find_by_id[12546456]",""
"failed","Mon Nov 28 21:12:27 GMT 2022","Mon Nov 28 21:12:33 GMT 2022","6065","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"passed","Mon Nov 28 21:12:04 GMT 2022","Mon Nov 28 21:12:04 GMT 2022","377","api","test_pet","TestUserAPi","","","test_logout_user",""
"passed","Mon Nov 28 21:12:36 GMT 2022","Mon Nov 28 21:12:37 GMT 2022","524","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"passed","Mon Nov 28 21:12:35 GMT 2022","Mon Nov 28 21:12:35 GMT 2022","834","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Mon Nov 28 21:12:06 GMT 2022","Mon Nov 28 21:12:07 GMT 2022","437","api","test_pet","TestPetUserAPi","","","test_update_existing_pet",""
"passed","Mon Nov 28 21:12:04 GMT 2022","Mon Nov 28 21:12:04 GMT 2022","393","api","test_pet","TestUserAPi","","","test_login_user",""
"passed","Mon Nov 28 21:12:34 GMT 2022","Mon Nov 28 21:12:35 GMT 2022","870","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"passed","Mon Nov 28 21:12:06 GMT 2022","Mon Nov 28 21:12:06 GMT 2022","426","api","test_pet","TestPetUserAPi","","","test_delete_pet",""
"passed","Mon Nov 28 21:12:03 GMT 2022","Mon Nov 28 21:12:04 GMT 2022","439","api","test_pet","TestUserAPi","","","test_delete_user",""
"skipped","Mon Nov 28 21:12:05 GMT 2022","Mon Nov 28 21:12:05 GMT 2022","421","api","test_pet","TestPetUserAPi","","","test_upload_img",""
"passed","Mon Nov 28 21:12:05 GMT 2022","Mon Nov 28 21:12:05 GMT 2022","453","api","test_pet","TestPetUserAPi","","","test_find_status[sold]",""
"passed","Mon Nov 28 21:12:05 GMT 2022","Mon Nov 28 21:12:05 GMT 2022","363","api","test_pet","TestPetUserAPi","","","test_add_new_pet",""
"passed","Mon Nov 28 21:12:24 GMT 2022","Mon Nov 28 21:12:25 GMT 2022","1010","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"passed","Mon Nov 28 21:12:06 GMT 2022","Mon Nov 28 21:12:06 GMT 2022","388","api","test_pet","TestPetUserAPi","","","test_find_by_id[8]",""
"passed","Mon Nov 28 21:12:03 GMT 2022","Mon Nov 28 21:12:04 GMT 2022","424","api","test_pet","TestUserAPi","","","test_create_new_user",""
"passed","Mon Nov 28 21:12:23 GMT 2022","Mon Nov 28 21:12:24 GMT 2022","1014","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
"passed","Mon Nov 28 21:12:12 GMT 2022","Mon Nov 28 21:12:12 GMT 2022","428","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Mon Nov 28 21:12:08 GMT 2022","Mon Nov 28 21:12:14 GMT 2022","5629","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 21:12:04 GMT 2022","Mon Nov 28 21:12:05 GMT 2022","435","api","test_pet","TestPetUserAPi","","","test_find_status[pending]",""
"passed","Mon Nov 28 21:12:08 GMT 2022","Mon Nov 28 21:12:08 GMT 2022","651","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Nov 28 21:12:22 GMT 2022","Mon Nov 28 21:12:23 GMT 2022","1051","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Mon Nov 28 21:12:05 GMT 2022","Mon Nov 28 21:12:06 GMT 2022","435","api","test_pet","TestPetUserAPi","","","test_find_by_id[10]",""
"passed","Mon Nov 28 21:12:25 GMT 2022","Mon Nov 28 21:12:26 GMT 2022","465","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"passed","Mon Nov 28 21:12:04 GMT 2022","Mon Nov 28 21:12:05 GMT 2022","361","api","test_pet","TestUserAPi","","","test_update_user",""
"passed","Mon Nov 28 21:12:27 GMT 2022","Mon Nov 28 21:12:32 GMT 2022","5584","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Mon Nov 28 21:12:04 GMT 2022","Mon Nov 28 21:12:04 GMT 2022","516","api","test_pet","TestPetUserAPi","","","test_find_status[available]",""
