"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 25 17:53:42 GMT 2022","Fri Nov 25 17:53:43 GMT 2022","422","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 17:53:44 GMT 2022","Fri Nov 25 17:53:44 GMT 2022","389","tests","test_login","TestAuthorizationClass","","","Login without password impossible",""
"passed","Fri Nov 25 17:53:59 GMT 2022","Fri Nov 25 17:53:59 GMT 2022","580","tests.test_cart","test_sorting","TestCartClass","","","Sort products DESC price",""
"broken","Fri Nov 25 17:53:40 GMT 2022","Fri Nov 25 17:53:46 GMT 2022","5591","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"skipped","Fri Nov 25 17:53:47 GMT 2022","Fri Nov 25 17:53:48 GMT 2022","331","tests","test_login","TestAuthorizationClass","","","Lockout login",""
"passed","Fri Nov 25 17:53:51 GMT 2022","Fri Nov 25 17:53:52 GMT 2022","769","tests.test_cart","test_inventory","TestCartClass","","","Bage change when adding",""
"failed","Fri Nov 25 17:54:00 GMT 2022","Fri Nov 25 17:54:06 GMT 2022","6165","tests.test_cart","test_inventory","TestCartClass","","","test_go_to_facebook",""
"passed","Fri Nov 25 17:53:51 GMT 2022","Fri Nov 25 17:53:52 GMT 2022","1340","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step ZIP missed",""
"broken","Fri Nov 25 17:53:47 GMT 2022","Fri Nov 25 17:53:48 GMT 2022","1096","tests","test_login","TestAuthorizationClass","","","Purpose to fail case",""
"passed","Fri Nov 25 17:53:49 GMT 2022","Fri Nov 25 17:53:50 GMT 2022","1299","tests.test_cart","test_checkout","TestCheckoutClass","","","Successfully purchase",""
"passed","Fri Nov 25 17:53:53 GMT 2022","Fri Nov 25 17:53:54 GMT 2022","587","tests.test_cart","test_inventory","TestCartClass","","","Button text after remove",""
"passed","Fri Nov 25 17:53:53 GMT 2022","Fri Nov 25 17:53:59 GMT 2022","5787","tests.test_cart","test_inventory","TestCartClass","","","Remove from cart",""
"passed","Fri Nov 25 17:53:56 GMT 2022","Fri Nov 25 17:53:57 GMT 2022","543","tests.test_cart","test_sorting","TestCartClass","","","Sort products Z-A",""
"broken","Fri Nov 25 17:53:40 GMT 2022","Fri Nov 25 17:53:41 GMT 2022","599","tests","test_login","TestAuthorizationClass","","","Registered user is able to login with valid credentials",""
"passed","Fri Nov 25 17:53:57 GMT 2022","Fri Nov 25 17:53:58 GMT 2022","544","tests.test_cart","test_sorting","TestCartClass","","","Sort products ASC price",""
"passed","Fri Nov 25 17:53:55 GMT 2022","Fri Nov 25 17:53:55 GMT 2022","528","tests.test_cart","test_sorting","TestCartClass","","","Sort products A-Z",""
"passed","Fri Nov 25 17:53:45 GMT 2022","Fri Nov 25 17:53:46 GMT 2022","374","tests","test_login","TestAuthorizationClass","","","Login without user_name impossible",""
"passed","Fri Nov 25 17:53:49 GMT 2022","Fri Nov 25 17:53:50 GMT 2022","1321","tests.test_cart","test_checkout","TestCheckoutClass","","","Invalid message on checkout step",""
